Tipo de Delito: Nivel 1,Tipo de Delito: Nivel 2,Tipo de Delito: Nivel 3,Tipo de Delito: Nivel 4,Nacionalidad,Periodo,Total
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de la UE27_2020 sin España,2013,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2023,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2022,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2021,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2020,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2019,18.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2018,18.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2017,15.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2016,2.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2015,2.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2014,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE28,2013,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2023,125.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2022,118.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2021,42.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2020,51.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2019,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2018,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2017,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2016,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2015,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2014,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,País de Europa menos UE27_2020,2013,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2023,78.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2022,80.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2021,72.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2020,51.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2019,86.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2018,75.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2017,57.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2016,34.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2015,19.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2014,8.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Africa,2013,10.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2023,58.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2022,61.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2021,73.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2020,38.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2019,62.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2018,44.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2017,49.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2016,29.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2015,16.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2014,10.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De América,2013,12.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2023,14.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2022,40.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2021,13.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2020,28.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2019,16.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2018,7.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2017,6.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2016,1.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2015,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2014,4.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Asia,2013,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2023,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2022,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2021,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2020,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2019,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2018,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2017,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2016,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2015,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2014,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.6 Defraudaciones,13.6.3 Defraudaciones de fluido eléctrico,De Oceanía,2013,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2023,9.338
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2022,10.933
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2021,10.789
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2020,7.609
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2019,10.252
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2018,10.037
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2017,9.694
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2016,7.838
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2015,4.854
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2014,4.272
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Total,2013,4.095
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2023,7.242
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2022,8.661
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2021,8.671
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2020,6.202
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2019,8.345
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2018,8.151
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2017,7.97
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2016,6.493
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2015,4.054
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2014,3.536
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,Española,2013,3.416
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2023,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2022,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2021,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2020,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2019,655.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2018,704.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2017,656.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2016,520.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2015,290.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2014,289.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE28 sin España,2013,259.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2023,472.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2022,532.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2021,559.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2020,370.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2019,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2018,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2017,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2016,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2015,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2014,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de la UE27_2020 sin España,2013,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2023,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2022,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2021,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2020,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2019,86.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2018,81.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2017,85.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2016,55.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2015,33.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2014,27.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE28,2013,21.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2023,169.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2022,179.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2021,153.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2020,86.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2019,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2018,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2017,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2016,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2015,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2014,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,País de Europa menos UE27_2020,2013,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2023,812.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2022,892.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2021,769.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2020,497.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2019,603.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2018,582.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2017,489.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2016,377.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2015,223.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2014,184.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Africa,2013,196.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2023,589.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2022,618.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2021,582.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2020,406.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2019,502.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2018,468.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2017,456.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2016,351.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2015,232.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2014,220.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De América,2013,181.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2023,53.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2022,51.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2021,55.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2020,48.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2019,60.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2018,51.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2017,36.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2016,36.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2015,22.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2014,12.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Asia,2013,21.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2023,1.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2022,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2021,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2020,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2019,1.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2018,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2017,2.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2016,6.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2015,0.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2014,4.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.9 Daños,,De Oceanía,2013,1.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2023,2.191
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2022,2.343
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2021,2.447
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2020,2.064
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2019,2.936
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2018,3.161
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2017,3.021
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2016,3.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2015,2.733
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2014,2.495
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Total,2013,2.009
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2023,1.533
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2022,1.676
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2021,1.818
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2020,1.468
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2019,2.106
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2018,2.311
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2017,2.179
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2016,2.197
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2015,1.953
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2014,1.714
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,Española,2013,1.33
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2023,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2022,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2021,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2020,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2019,221.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2018,241.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2017,272.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2016,270.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2015,277.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2014,290.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE28 sin España,2013,274.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2023,161.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2022,151.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2021,182.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2020,146.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2019,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2018,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2017,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2016,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2015,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2014,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de la UE27_2020 sin España,2013,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2023,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2022,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2021,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2020,
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2019,58.0
A Delitos,13 Contra el patrimonio y el orden socioeconómico,13.14 Receptación y blanqueo de capitales,,País de Europa menos UE28,2018,46.0
