Sexo,Edad,Nacionalidad,Periodo,Total
Ambos sexos,55 y más años,Total,2010,2.707
Ambos sexos,55 y más años,Total,2009,"2.638,3"
Ambos sexos,55 y más años,Total,2008,"2.563,3"
Ambos sexos,55 y más años,Total,2007,"2.415,4"
Ambos sexos,55 y más años,Total,2006,"2.326,5"
Ambos sexos,55 y más años,Española,2024,"4.401,2"
Ambos sexos,55 y más años,Española,2023,"4.301,2"
Ambos sexos,55 y más años,Española,2022,"4.115,5"
Ambos sexos,55 y más años,Española,2021,"3.960,7"
Ambos sexos,55 y más años,Española,2020,3.785
Ambos sexos,55 y más años,Española,2019,"3.632,2"
Ambos sexos,55 y más años,Española,2018,3.481
Ambos sexos,55 y más años,Española,2017,"3.353,8"
Ambos sexos,55 y más años,Española,2016,"3.258,2"
Ambos sexos,55 y más años,Española,2015,"3.067,4"
Ambos sexos,55 y más años,Española,2014,2.887
Ambos sexos,55 y más años,Española,2013,"2.790,3"
Ambos sexos,55 y más años,Española,2012,"2.730,8"
Ambos sexos,55 y más años,Española,2011,"2.623,3"
Ambos sexos,55 y más años,Española,2010,2.523
Ambos sexos,55 y más años,Española,2009,"2.467,8"
Ambos sexos,55 y más años,Española,2008,"2.407,4"
Ambos sexos,55 y más años,Española,2007,"2.285,2"
Ambos sexos,55 y más años,Española,2006,"2.215,9"
Ambos sexos,55 y más años,Doble nacionalidad,2024,"228,7"
Ambos sexos,55 y más años,Doble nacionalidad,2023,"181,7"
Ambos sexos,55 y más años,Doble nacionalidad,2022,"174,8"
Ambos sexos,55 y más años,Doble nacionalidad,2021,"159,5"
Ambos sexos,55 y más años,Doble nacionalidad,2020,"132,6"
Ambos sexos,55 y más años,Doble nacionalidad,2019,"112,2"
Ambos sexos,55 y más años,Doble nacionalidad,2018,"94,3"
Ambos sexos,55 y más años,Doble nacionalidad,2017,"91,1"
Ambos sexos,55 y más años,Doble nacionalidad,2016,"79,6"
Ambos sexos,55 y más años,Doble nacionalidad,2015,70
Ambos sexos,55 y más años,Doble nacionalidad,2014,"49,6"
Ambos sexos,55 y más años,Doble nacionalidad,2013,"36,8"
Ambos sexos,55 y más años,Doble nacionalidad,2012,"37,8"
Ambos sexos,55 y más años,Doble nacionalidad,2011,34
Ambos sexos,55 y más años,Doble nacionalidad,2010,"35,6"
Ambos sexos,55 y más años,Doble nacionalidad,2009,"29,3"
Ambos sexos,55 y más años,Doble nacionalidad,2008,18
Ambos sexos,55 y más años,Doble nacionalidad,2007,"18,2"
Ambos sexos,55 y más años,Doble nacionalidad,2006,"12,9"
Ambos sexos,55 y más años,Extranjera: Total,2024,463
Ambos sexos,55 y más años,Extranjera: Total,2023,"420,9"
Ambos sexos,55 y más años,Extranjera: Total,2022,"376,5"
Ambos sexos,55 y más años,Extranjera: Total,2021,"353,9"
Ambos sexos,55 y más años,Extranjera: Total,2020,"301,2"
Ambos sexos,55 y más años,Extranjera: Total,2019,274
Ambos sexos,55 y más años,Extranjera: Total,2018,"237,3"
Ambos sexos,55 y más años,Extranjera: Total,2017,"212,8"
Ambos sexos,55 y más años,Extranjera: Total,2016,"192,5"
Ambos sexos,55 y más años,Extranjera: Total,2015,"204,9"
Ambos sexos,55 y más años,Extranjera: Total,2014,"197,3"
Ambos sexos,55 y más años,Extranjera: Total,2013,"188,8"
Ambos sexos,55 y más años,Extranjera: Total,2012,"185,7"
Ambos sexos,55 y más años,Extranjera: Total,2011,"175,3"
Ambos sexos,55 y más años,Extranjera: Total,2010,"148,3"
Ambos sexos,55 y más años,Extranjera: Total,2009,"141,3"
Ambos sexos,55 y más años,Extranjera: Total,2008,138
Ambos sexos,55 y más años,Extranjera: Total,2007,112
Ambos sexos,55 y más años,Extranjera: Total,2006,"97,7"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2024,"161,7"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2023,"138,5"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2022,123
Ambos sexos,55 y más años,Extranjera: Unión Europea,2021,"118,2"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2020,"113,5"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2019,"120,2"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2018,"110,2"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2017,97
Ambos sexos,55 y más años,Extranjera: Unión Europea,2016,"83,4"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2015,"92,5"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2014,"92,2"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2013,"87,5"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2012,"83,9"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2011,"72,1"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2010,"50,6"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2009,"42,9"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2008,"51,9"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2007,"44,8"
Ambos sexos,55 y más años,Extranjera: Unión Europea,2006,"28,9"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2024,"53,4"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2023,"56,1"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2022,47
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2021,"49,7"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2020,"47,1"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2019,24
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2018,"22,7"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2017,"16,7"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2016,"12,8"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2015,18
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2014,"13,5"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2013,"11,1"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2012,"7,4"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2011,"13,6"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2010,"12,8"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2009,"7,4"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2008,7
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2007,"5,8"
Ambos sexos,55 y más años,Extranjera: Resto de Europa,2006,14
Ambos sexos,55 y más años,Extranjera: América Latina,2024,"140,9"
Ambos sexos,55 y más años,Extranjera: América Latina,2023,126
Ambos sexos,55 y más años,Extranjera: América Latina,2022,"117,3"
Ambos sexos,55 y más años,Extranjera: América Latina,2021,"122,7"
Ambos sexos,55 y más años,Extranjera: América Latina,2020,"84,3"
Ambos sexos,55 y más años,Extranjera: América Latina,2019,"77,5"
Ambos sexos,55 y más años,Extranjera: América Latina,2018,"62,1"
Ambos sexos,55 y más años,Extranjera: América Latina,2017,57
Ambos sexos,55 y más años,Extranjera: América Latina,2016,52
Ambos sexos,55 y más años,Extranjera: América Latina,2015,"52,2"
Ambos sexos,55 y más años,Extranjera: América Latina,2014,"61,3"
Ambos sexos,55 y más años,Extranjera: América Latina,2013,"64,2"
Ambos sexos,55 y más años,Extranjera: América Latina,2012,"63,9"
Ambos sexos,55 y más años,Extranjera: América Latina,2011,"56,7"
Ambos sexos,55 y más años,Extranjera: América Latina,2010,"56,5"
Ambos sexos,55 y más años,Extranjera: América Latina,2009,66
Ambos sexos,55 y más años,Extranjera: América Latina,2008,"55,5"
Ambos sexos,55 y más años,Extranjera: América Latina,2007,"44,7"
Ambos sexos,55 y más años,Extranjera: América Latina,2006,"43,2"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2024,107
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2023,"100,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2022,"89,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2021,"63,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2020,"56,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2019,"52,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2018,"42,4"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2017,42
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2016,"44,4"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2015,"42,2"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2014,"30,3"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2013,"26,1"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2012,"30,6"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2011,"32,8"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2010,"28,4"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2009,25
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2008,"23,6"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2007,"16,6"
Ambos sexos,55 y más años,Extranjera: Resto del mundo y apátrida,2006,"11,6"
Hombres,Total,Total,2024,"12.912,6"
Hombres,Total,Total,2023,"12.734,8"
Hombres,Total,Total,2022,"12.543,9"
Hombres,Total,Total,2021,"12.367,7"
Hombres,Total,Total,2020,"12.108,9"
Hombres,Total,Total,2019,"12.273,4"
Hombres,Total,Total,2018,"12.206,5"
Hombres,Total,Total,2017,"12.172,1"
Hombres,Total,Total,2016,"12.213,8"
Hombres,Total,Total,2015,"12.319,6"
Hombres,Total,Total,2014,"12.359,1"
Hombres,Total,Total,2013,"12.521,4"
Hombres,Total,Total,2012,"12.739,6"
Hombres,Total,Total,2011,"12.858,4"
Hombres,Total,Total,2010,"12.959,4"
Hombres,Total,Total,2009,"13.032,7"
Hombres,Total,Total,2008,"13.124,8"
Hombres,Total,Total,2007,"12.893,8"
Hombres,Total,Total,2006,"12.609,1"
Hombres,Total,Española,2024,10.257
Hombres,Total,Española,2023,"10.335,7"
Hombres,Total,Española,2022,"10.281,6"
Hombres,Total,Española,2021,10.290
Hombres,Total,Española,2020,"10.109,6"
Hombres,Total,Española,2019,"10.329,7"
Hombres,Total,Española,2018,"10.404,3"
Hombres,Total,Española,2017,"10.453,9"
Hombres,Total,Española,2016,"10.493,5"
Hombres,Total,Española,2015,"10.600,1"
Hombres,Total,Española,2014,"10.654,1"
Hombres,Total,Española,2013,"10.734,9"
Hombres,Total,Española,2012,"10.818,4"
Hombres,Total,Española,2011,"10.884,8"
Hombres,Total,Española,2010,"10.917,5"
Hombres,Total,Española,2009,"10.942,3"
Hombres,Total,Española,2008,"11.102,3"
Hombres,Total,Española,2007,"11.068,1"
Hombres,Total,Española,2006,"11.003,2"
Hombres,Total,Doble nacionalidad,2024,"595,2"
Hombres,Total,Doble nacionalidad,2023,"499,3"
Hombres,Total,Doble nacionalidad,2022,"480,3"
Hombres,Total,Doble nacionalidad,2021,"442,6"
Hombres,Total,Doble nacionalidad,2020,404
Hombres,Total,Doble nacionalidad,2019,"354,9"
Hombres,Total,Doble nacionalidad,2018,"320,7"
Hombres,Total,Doble nacionalidad,2017,"290,9"
Hombres,Total,Doble nacionalidad,2016,"305,2"
Hombres,Total,Doble nacionalidad,2015,"287,6"
Hombres,Total,Doble nacionalidad,2014,"231,7"
Hombres,Total,Doble nacionalidad,2013,"201,6"
Hombres,Total,Doble nacionalidad,2012,"199,1"
Hombres,Total,Doble nacionalidad,2011,"177,4"
Hombres,Total,Doble nacionalidad,2010,"158,7"
Hombres,Total,Doble nacionalidad,2009,"132,1"
Hombres,Total,Doble nacionalidad,2008,"106,9"
Hombres,Total,Doble nacionalidad,2007,104
Hombres,Total,Doble nacionalidad,2006,"80,3"
Hombres,Total,Extranjera: Total,2024,"2.060,4"
Hombres,Total,Extranjera: Total,2023,"1.899,8"
Hombres,Total,Extranjera: Total,2022,"1.781,9"
Hombres,Total,Extranjera: Total,2021,"1.635,1"
Hombres,Total,Extranjera: Total,2020,"1.595,3"
Hombres,Total,Extranjera: Total,2019,"1.588,8"
Hombres,Total,Extranjera: Total,2018,"1.481,5"
Hombres,Total,Extranjera: Total,2017,"1.427,3"
Hombres,Total,Extranjera: Total,2016,1.415
Hombres,Total,Extranjera: Total,2015,"1.431,9"
Hombres,Total,Extranjera: Total,2014,"1.473,4"
Hombres,Total,Extranjera: Total,2013,"1.584,9"
Hombres,Total,Extranjera: Total,2012,"1.722,1"
Hombres,Total,Extranjera: Total,2011,"1.796,2"
Hombres,Total,Extranjera: Total,2010,"1.883,3"
Hombres,Total,Extranjera: Total,2009,"1.958,3"
Hombres,Total,Extranjera: Total,2008,"1.915,6"
Hombres,Total,Extranjera: Total,2007,"1.721,7"
Hombres,Total,Extranjera: Total,2006,"1.525,5"
Hombres,Total,Extranjera: Unión Europea,2024,"551,4"
Hombres,Total,Extranjera: Unión Europea,2023,"512,2"
Hombres,Total,Extranjera: Unión Europea,2022,"506,6"
Hombres,Total,Extranjera: Unión Europea,2021,"478,2"
Hombres,Total,Extranjera: Unión Europea,2020,521
Hombres,Total,Extranjera: Unión Europea,2019,"576,3"
Hombres,Total,Extranjera: Unión Europea,2018,"545,3"
Hombres,Total,Extranjera: Unión Europea,2017,"529,5"
Hombres,Total,Extranjera: Unión Europea,2016,"512,4"
Hombres,Total,Extranjera: Unión Europea,2015,"501,3"
Hombres,Total,Extranjera: Unión Europea,2014,"544,7"
Hombres,Total,Extranjera: Unión Europea,2013,"535,2"
Hombres,Total,Extranjera: Unión Europea,2012,"536,3"
Hombres,Total,Extranjera: Unión Europea,2011,"527,9"
Hombres,Total,Extranjera: Unión Europea,2010,"579,5"
Hombres,Total,Extranjera: Unión Europea,2009,"579,5"
Hombres,Total,Extranjera: Unión Europea,2008,"567,5"
Hombres,Total,Extranjera: Unión Europea,2007,"510,9"
Hombres,Total,Extranjera: Unión Europea,2006,"190,2"
Hombres,Total,Extranjera: Resto de Europa,2024,"131,1"
Hombres,Total,Extranjera: Resto de Europa,2023,"130,1"
Hombres,Total,Extranjera: Resto de Europa,2022,"105,7"
Hombres,Total,Extranjera: Resto de Europa,2021,106
Hombres,Total,Extranjera: Resto de Europa,2020,"109,8"
Hombres,Total,Extranjera: Resto de Europa,2019,"80,2"
Hombres,Total,Extranjera: Resto de Europa,2018,62
Hombres,Total,Extranjera: Resto de Europa,2017,"58,4"
Hombres,Total,Extranjera: Resto de Europa,2016,"51,9"
Hombres,Total,Extranjera: Resto de Europa,2015,"68,4"
Hombres,Total,Extranjera: Resto de Europa,2014,"50,5"
Hombres,Total,Extranjera: Resto de Europa,2013,"46,6"
Hombres,Total,Extranjera: Resto de Europa,2012,"60,6"
Hombres,Total,Extranjera: Resto de Europa,2011,"70,6"
Hombres,Total,Extranjera: Resto de Europa,2010,67
Hombres,Total,Extranjera: Resto de Europa,2009,"59,1"
Hombres,Total,Extranjera: Resto de Europa,2008,"59,9"
Hombres,Total,Extranjera: Resto de Europa,2007,"53,8"
Hombres,Total,Extranjera: Resto de Europa,2006,"290,2"
Hombres,Total,Extranjera: América Latina,2024,"760,1"
Hombres,Total,Extranjera: América Latina,2023,"654,6"
Hombres,Total,Extranjera: América Latina,2022,"586,8"
Hombres,Total,Extranjera: América Latina,2021,"521,1"
Hombres,Total,Extranjera: América Latina,2020,"464,5"
Hombres,Total,Extranjera: América Latina,2019,416
Hombres,Total,Extranjera: América Latina,2018,"387,6"
Hombres,Total,Extranjera: América Latina,2017,"360,8"
Hombres,Total,Extranjera: América Latina,2016,"343,9"
Hombres,Total,Extranjera: América Latina,2015,"345,1"
Hombres,Total,Extranjera: América Latina,2014,"398,5"
Hombres,Total,Extranjera: América Latina,2013,"472,7"
Hombres,Total,Extranjera: América Latina,2012,575
Hombres,Total,Extranjera: América Latina,2011,"660,8"
Hombres,Total,Extranjera: América Latina,2010,"712,3"
Hombres,Total,Extranjera: América Latina,2009,"784,5"
Hombres,Total,Extranjera: América Latina,2008,"778,4"
Hombres,Total,Extranjera: América Latina,2007,"712,9"
Hombres,Total,Extranjera: América Latina,2006,"616,2"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2024,"617,8"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2023,603
Hombres,Total,Extranjera: Resto del mundo y apátrida,2022,"582,8"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2021,"529,7"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2020,500
Hombres,Total,Extranjera: Resto del mundo y apátrida,2019,"516,4"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2018,"486,6"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2017,"478,6"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2016,"506,8"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2015,"517,1"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2014,"479,7"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2013,"530,4"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2012,"550,2"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2011,"536,8"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2010,"524,5"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2009,"535,1"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2008,"509,8"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2007,"444,1"
Hombres,Total,Extranjera: Resto del mundo y apátrida,2006,429
Hombres,De 16 a 24 años,Total,2024,"987,4"
Hombres,De 16 a 24 años,Total,2023,"926,1"
Hombres,De 16 a 24 años,Total,2022,"878,2"
Hombres,De 16 a 24 años,Total,2021,"818,1"
Hombres,De 16 a 24 años,Total,2020,792
Hombres,De 16 a 24 años,Total,2019,"841,6"
Hombres,De 16 a 24 años,Total,2018,"819,3"
Hombres,De 16 a 24 años,Total,2017,"807,6"
Hombres,De 16 a 24 años,Total,2016,"795,2"
Hombres,De 16 a 24 años,Total,2015,"830,8"
Hombres,De 16 a 24 años,Total,2014,"854,7"
Hombres,De 16 a 24 años,Total,2013,"916,5"
Hombres,De 16 a 24 años,Total,2012,"955,4"
Hombres,De 16 a 24 años,Total,2011,"1.024,6"
Hombres,De 16 a 24 años,Total,2010,"1.115,9"
Hombres,De 16 a 24 años,Total,2009,1.228
Hombres,De 16 a 24 años,Total,2008,"1.342,7"
Hombres,De 16 a 24 años,Total,2007,"1.372,6"
Hombres,De 16 a 24 años,Total,2006,"1.379,1"
Hombres,De 16 a 24 años,Española,2024,"764,2"
Hombres,De 16 a 24 años,Española,2023,"730,9"
Hombres,De 16 a 24 años,Española,2022,"683,4"
Hombres,De 16 a 24 años,Española,2021,"646,3"
Hombres,De 16 a 24 años,Española,2020,622
Hombres,De 16 a 24 años,Española,2019,663
Hombres,De 16 a 24 años,Española,2018,"644,5"
Hombres,De 16 a 24 años,Española,2017,"645,4"
Hombres,De 16 a 24 años,Española,2016,"642,9"
Hombres,De 16 a 24 años,Española,2015,"666,9"
Hombres,De 16 a 24 años,Española,2014,"690,6"
Hombres,De 16 a 24 años,Española,2013,"743,1"
Hombres,De 16 a 24 años,Española,2012,"772,6"
Hombres,De 16 a 24 años,Española,2011,"825,2"
Hombres,De 16 a 24 años,Española,2010,"895,4"
Hombres,De 16 a 24 años,Española,2009,"973,3"
Hombres,De 16 a 24 años,Española,2008,"1.080,7"
Hombres,De 16 a 24 años,Española,2007,"1.148,1"
Hombres,De 16 a 24 años,Española,2006,"1.169,8"
Hombres,De 16 a 24 años,Doble nacionalidad,2024,59
Hombres,De 16 a 24 años,Doble nacionalidad,2023,"44,8"
Hombres,De 16 a 24 años,Doble nacionalidad,2022,"43,6"
Hombres,De 16 a 24 años,Doble nacionalidad,2021,"40,6"
Hombres,De 16 a 24 años,Doble nacionalidad,2020,"39,4"
Hombres,De 16 a 24 años,Doble nacionalidad,2019,"38,5"
Hombres,De 16 a 24 años,Doble nacionalidad,2018,36
Hombres,De 16 a 24 años,Doble nacionalidad,2017,"33,9"
Hombres,De 16 a 24 años,Doble nacionalidad,2016,"32,3"
Hombres,De 16 a 24 años,Doble nacionalidad,2015,"35,5"
Hombres,De 16 a 24 años,Doble nacionalidad,2014,"22,7"
Hombres,De 16 a 24 años,Doble nacionalidad,2013,"24,6"
Hombres,De 16 a 24 años,Doble nacionalidad,2012,"21,2"
Hombres,De 16 a 24 años,Doble nacionalidad,2011,"19,6"
Hombres,De 16 a 24 años,Doble nacionalidad,2010,"21,6"
Hombres,De 16 a 24 años,Doble nacionalidad,2009,"15,2"
Hombres,De 16 a 24 años,Doble nacionalidad,2008,"13,9"
Hombres,De 16 a 24 años,Doble nacionalidad,2007,"11,4"
Hombres,De 16 a 24 años,Doble nacionalidad,2006,"9,4"
Hombres,De 16 a 24 años,Extranjera: Total,2024,"164,2"
Hombres,De 16 a 24 años,Extranjera: Total,2023,"150,4"
Hombres,De 16 a 24 años,Extranjera: Total,2022,"151,2"
Hombres,De 16 a 24 años,Extranjera: Total,2021,"131,2"
Hombres,De 16 a 24 años,Extranjera: Total,2020,"130,6"
Hombres,De 16 a 24 años,Extranjera: Total,2019,"140,1"
Hombres,De 16 a 24 años,Extranjera: Total,2018,"138,8"
Hombres,De 16 a 24 años,Extranjera: Total,2017,"128,3"
Hombres,De 16 a 24 años,Extranjera: Total,2016,120
Hombres,De 16 a 24 años,Extranjera: Total,2015,"128,3"
Hombres,De 16 a 24 años,Extranjera: Total,2014,"141,4"
Hombres,De 16 a 24 años,Extranjera: Total,2013,"148,8"
Hombres,De 16 a 24 años,Extranjera: Total,2012,"161,5"
Hombres,De 16 a 24 años,Extranjera: Total,2011,"179,8"
Hombres,De 16 a 24 años,Extranjera: Total,2010,"198,9"
Hombres,De 16 a 24 años,Extranjera: Total,2009,"239,5"
Hombres,De 16 a 24 años,Extranjera: Total,2008,"248,1"
Hombres,De 16 a 24 años,Extranjera: Total,2007,"213,2"
Hombres,De 16 a 24 años,Extranjera: Total,2006,"199,9"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2024,"31,4"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2023,"34,6"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2022,"32,7"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2021,32
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2020,"35,5"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2019,"39,9"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2018,"43,1"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2017,"44,3"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2016,"34,7"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2015,"36,7"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2014,"40,9"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2013,"39,1"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2012,33
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2011,"42,3"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2010,"54,6"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2009,"68,3"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2008,"63,5"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2007,"64,2"
Hombres,De 16 a 24 años,Extranjera: Unión Europea,2006,"15,5"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2024,"9,1"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2023,"11,6"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2022,7
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2021,"6,5"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2020,"7,2"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2019,"5,5"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2018,7
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2017,"4,9"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2016,6
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2015,"5,9"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2014,"5,1"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2013,"2,8"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2012,"6,3"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2011,"7,3"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2010,"6,2"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2009,"5,7"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2008,"7,8"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2007,"5,5"
Hombres,De 16 a 24 años,Extranjera: Resto de Europa,2006,"45,3"
Hombres,De 16 a 24 años,Extranjera: América Latina,2024,77
Hombres,De 16 a 24 años,Extranjera: América Latina,2023,"59,9"
Hombres,De 16 a 24 años,Extranjera: América Latina,2022,63
Hombres,De 16 a 24 años,Extranjera: América Latina,2021,"47,6"
Hombres,De 16 a 24 años,Extranjera: América Latina,2020,"43,4"
Hombres,De 16 a 24 años,Extranjera: América Latina,2019,"44,1"
Hombres,De 16 a 24 años,Extranjera: América Latina,2018,"45,1"
Hombres,De 16 a 24 años,Extranjera: América Latina,2017,"46,3"
Hombres,De 16 a 24 años,Extranjera: América Latina,2016,"42,1"
Hombres,De 16 a 24 años,Extranjera: América Latina,2015,"40,8"
Hombres,De 16 a 24 años,Extranjera: América Latina,2014,48
Hombres,De 16 a 24 años,Extranjera: América Latina,2013,"53,6"
Hombres,De 16 a 24 años,Extranjera: América Latina,2012,"66,7"
Hombres,De 16 a 24 años,Extranjera: América Latina,2011,"74,2"
Hombres,De 16 a 24 años,Extranjera: América Latina,2010,"87,3"
Hombres,De 16 a 24 años,Extranjera: América Latina,2009,"101,9"
Hombres,De 16 a 24 años,Extranjera: América Latina,2008,"108,9"
Hombres,De 16 a 24 años,Extranjera: América Latina,2007,"93,3"
Hombres,De 16 a 24 años,Extranjera: América Latina,2006,"87,1"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2024,"46,8"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2023,"44,3"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2022,"48,5"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2021,"45,2"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2020,"44,5"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2019,"50,6"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2018,"43,6"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2017,"32,7"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2016,"37,2"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2015,45
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2014,"47,4"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2013,"53,4"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2012,"55,5"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2011,56
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2010,"50,8"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2009,"63,5"
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2008,68
Hombres,De 16 a 24 años,Extranjera: Resto del mundo y apátrida,2007,"50,3"
